Group,Species,N_Years,First_Year,Last_Year,N_Records,Mean_growth_rate,Lower_CI,Upper_CI,Precision
Bees,Megachile ligniseca,44,1972,2015,682,0.9106,-0.767490141,2.772471102,1.216694939
Moths,Adscita geryon,44,1972,2015,598,1.8183,0.207441815,3.856845065,1.21714914
Soldierflies,Odontomyia tigrina,46,1970,2015,200,-0.5802,-2.278025522,1.188356137,1.217238304
Moths,Lasiocampa trifolii,46,1970,2015,508,0.0109,-1.733728611,1.67276091,1.217629609
Wasps,Mimumesa dahlbomi,46,1970,2015,476,-0.4867,-2.57552046,1.181915461,1.218572015
Lichens,Ramalina subfarinacea,46,1970,2015,267,-0.7655,-2.58348271,0.957483819,1.219044391
Craneflies,Ptychoptera lacustris,46,1970,2015,154,1.1431,-0.310727145,3.100150747,1.219650778
Wasps,Methocha articulata,46,1970,2015,182,0.3014,-1.602423299,2.167845178,1.220481756
Weevils,Ceratapion gibbirostre,46,1970,2015,614,1.9347,0.372613428,3.926324877,1.222226351
Empid&DolichopodidFlies,Gymnopternus cupreus,44,1971,2014,457,1.5808,0.078026023,3.598870863,1.222603182
Lichens,Cladonia diversa,42,1974,2015,508,4.0261,2.156850052,5.723986952,1.223030302
Carabids,Leistus terminatus,45,1970,2014,323,-1.2741,-3.17992428,0.497452955,1.223546979
FungusGnats,Mycetophila forcipata,38,1974,2011,103,0.3945,-1.16761739,2.453326402,1.223846012
Leaf&SeedBeetles,Phratora vitellinae,46,1970,2015,365,-3.0336,-4.843156861,-1.198338598,1.224032577
Soldierflies,Nemotelus pantherinus,44,1972,2015,160,-1.141,-3.028640678,0.583309905,1.224363819
Carabids,Platynus assimilis,43,1971,2013,735,0.6517,-0.917400787,2.613435867,1.225006697
Spiders,Hypsosinga pygmaea,44,1970,2013,480,1.6657,-0.159438324,3.462559003,1.22559188
Spiders,Palliduphantes pallidus,44,1970,2013,933,-2.2239,-3.85812523,-0.318857035,1.225694655
FungusGnats,Mycetophila blanda,39,1973,2011,69,0.2492,-1.50196378,1.994950782,1.226206603
Bryophytes,Blepharostoma trichophyllum,46,1970,2015,262,-1.7845,-3.519201023,-0.003816396,1.226968663
Carabids,Bembidion guttula,45,1970,2014,940,0.1521,-1.453411253,1.916888412,1.227230331
NonmarineMolluscs,Valvata piscinalis,46,1970,2015,219,-3.2263,-4.961905431,-1.516847047,1.227334635
Moths,Photedes fluxa,46,1970,2015,2148,2.3626,0.566790801,4.216541187,1.227517435
Leaf&SeedBeetles,Aphthona nonstriata,46,1970,2015,396,5.00E-04,-1.644869918,1.836283247,1.230353493
Craneflies,Tasiocera murina,46,1970,2015,124,0.633,-0.931881981,2.566171704,1.230649127
Bees,Anthophora bimaculata,45,1971,2015,913,0.9275,-0.810872536,2.770616001,1.231218926
NonmarineMolluscs,Clausilia dubia,44,1970,2013,174,-1.8983,-3.625904524,-0.09750349,1.232392658
Leaf&SeedBeetles,Longitarsus gracilis,46,1970,2015,292,-0.7768,-2.701387566,0.845210822,1.232695205
Lichens,Miriquidica leucophaea,46,1970,2015,211,-1.2136,-3.00353593,0.510884261,1.233016836
Empid&DolichopodidFlies,Hilara quadrifasciata,45,1970,2014,259,-1.2025,-2.972643717,0.57085988,1.233433606
Hoverflies,Platycheirus fulviventris,45,1970,2014,1006,-0.9417,-2.645768212,0.937086102,1.233622717
Spiders,Philodromus dispar,44,1970,2013,1211,2.4027,0.841843781,4.27617235,1.233634599
Bees,Osmia aurulenta,46,1970,2015,476,0.6628,-0.917342807,2.536868742,1.235065892
Bees,Andrena tarsata,46,1970,2015,227,-1.8589,-3.650644918,-0.137224286,1.235870793
Craneflies,Pseudolimnophila sepium,45,1971,2015,197,1.6191,-0.026186707,3.447676518,1.236715273
Lichens,Arthonia didyma,46,1970,2015,419,0.0409,-1.548109281,2.022862656,1.237003371
Gelechiids,Pseudotelphusa paripunctella,43,1971,2013,140,-1.2699,-3.126853246,0.460313806,1.237859178
Caddisflies,Brachycentrus subnubilus,45,1970,2014,3876,2.8916,1.262764276,4.728631067,1.239011005
FungusGnats,Mycetophila curviseta,39,1973,2011,397,1.8639,0.37031104,3.772961983,1.239196615
Lichens,Parmeliopsis ambigua,46,1970,2015,303,-1.0478,-2.797057528,0.838441481,1.239224656
Bryophytes,Weissia brachycarpa,46,1970,2015,555,-0.0353,-1.788020637,1.839294711,1.240031213
Hoverflies,Criorhina ranunculi,42,1972,2013,631,1.0021,-0.612099868,2.994529791,1.240701953
PlantBugs,Scolopostethus affinis,45,1971,2015,371,-0.1261,-1.725889377,1.693573924,1.240797949
Moths,Synanthedon tipuliformis,46,1970,2015,785,0.3417,-1.331690019,2.162347071,1.24097554
Bryophytes,Preissia quadrata,46,1970,2015,444,0.1025,-1.408354767,2.008256848,1.242075403
NonmarineMolluscs,Columella aspera,46,1970,2015,228,-1.9767,-3.675031757,-0.202209059,1.242504243
Soldierflies,Dysmachus trigonus,45,1971,2015,276,-1.2323,-3.068278383,0.505526204,1.244597032
Bryophytes,Rhabdoweisia crispata,45,1971,2015,113,-0.5369,-2.751220072,0.818038942,1.24523456
PlantBugs,Asciodema obsoletum,45,1971,2015,231,-0.9897,-2.968393858,0.40334332,1.246213048
Empid&DolichopodidFlies,Platypalpus calceatus,44,1971,2014,316,0.1989,-1.261553331,2.281085801,1.246714374
Bees,Bombus distinguendus,46,1970,2015,586,0.1723,-1.541159041,2.001047973,1.24780504
PlantBugs,Heterotoma planicornis,45,1971,2015,1382,-0.718,-1.934912877,1.409885921,1.24781357
Spiders,Xysticus ulmi,44,1970,2013,581,1.5239,-0.041035894,3.615919345,1.248379417
Moths,Actebia praecox,46,1970,2015,323,-4.4959,-6.172085971,-2.657111144,1.248423988
Bees,Nomada panzeri,46,1970,2015,779,-0.5607,-2.262476927,1.233361443,1.250180059
NonmarineMolluscs,Pisidium personatum,46,1970,2015,184,-2.5574,-4.43132016,-1.003486693,1.250534406
FungusGnats,Orfelia nemoralis,42,1970,2011,144,-0.753,-2.842056813,0.853145124,1.252694721
Wasps,Trypoxylon clavicerum,45,1970,2014,743,-1.6455,-3.313018962,0.176466462,1.253414495
Bees,Halictus tumulorum,46,1970,2015,3055,1.4665,-0.199920469,3.346528123,1.254802197
Carabids,Syntomus foveatus,44,1971,2014,591,1.002,-0.684302805,2.748620369,1.254963578
Lichens,Candelariella reflexa,46,1970,2015,661,2.9332,1.272403078,4.751867402,1.255254087
Hoverflies,Chrysotoxum verralli,44,1971,2014,402,-0.9721,-2.737148727,0.854690066,1.255530563
Dragonflies,Ischnura pumilio,46,1970,2015,1674,-1.4523,-3.146606988,0.38274813,1.25618724
Bryophytes,Trichocolea tomentella,46,1970,2015,299,-0.9892,-2.656735703,0.897392107,1.256488562
Bryophytes,Diphyscium foliosum,46,1970,2015,365,0.3265,-1.45803477,2.066831222,1.256678376
PlantBugs,Dicyphus globulifer,46,1970,2015,259,-1.4447,-3.181994665,0.485602124,1.256984824
Wasps,Trichrysis cyanea,46,1970,2015,1097,-0.4272,-2.318762805,1.210858998,1.257659978
Lichens,Cetrelia olivetorum s. lat.,46,1970,2015,221,-2.271,-4.079059743,-0.529875099,1.25844485
Lichens,Fuscidea lightfootii,46,1970,2015,743,2.3939,0.745678648,4.229486697,1.25970018
Gelechiids,Carpatolechia notatella,42,1970,2011,138,-2.2188,-3.939893787,-0.552800566,1.261463773
Spiders,Oonops pulcher,44,1970,2013,425,-0.8603,-2.509721945,0.941824355,1.261710553
Leaf&SeedBeetles,Gastrophysa viridula,46,1970,2015,1186,1.7489,0.022800983,3.475246111,1.261851763
Gelechiids,Brachmia blandella,44,1970,2013,2685,0.2798,-1.195481437,2.327358582,1.263130037
Bees,Megachile willughbiella,46,1970,2015,1349,1.3264,-0.402771455,3.085917749,1.265274936
Bryophytes,Rhizomnium pseudopunctatum,44,1972,2015,154,-0.3565,-2.207720027,1.212690042,1.267289477
Spiders,Labulla thoracica,44,1970,2013,768,0.633,-1.096647864,2.519565469,1.267753679
Bees,Osmia bicornis,46,1970,2015,2277,1.676,0.028100049,3.510508927,1.269121459
Carabids,Bradycellus ruficollis,43,1970,2012,157,-0.4865,-2.308927843,1.192361777,1.269639003
Wasps,Anoplius nigerrimus,46,1970,2015,1084,1.1486,-0.528162403,2.9320392,1.269842088
Weevils,Eutrichapion ervi,46,1970,2015,889,1.4818,-0.139392704,3.385273973,1.270100768
Lichens,Vahliella leucophaea,44,1972,2015,53,0.0147,-2.022837246,1.824790199,1.270333141
Carabids,Abax parallelepipedus,44,1971,2014,1196,0.3052,-1.458546261,2.044510576,1.270376361
PlantBugs,Megacoelum infusum,40,1976,2015,182,-0.8849,-2.42332349,1.083386196,1.274520153
Lichens,Cetraria islandica subsp. islandica,46,1970,2015,161,-1.6224,-3.246001849,0.243338095,1.27550067
Bryophytes,Encalypta ciliata,45,1971,2015,67,-0.7184,-2.531581391,1.160570105,1.276964861
Spiders,Silometopus elegans,44,1970,2013,491,-1.7349,-3.38635307,-0.038093,1.277249098
Lichens,Acrocordia salweyi,46,1970,2015,322,0.5431,-0.785475708,2.663629851,1.277364933
Gelechiids,Eulamprotes atrella,40,1974,2013,665,0.5813,-0.965218726,2.643629085,1.278115085
Lichens,Caloplaca decipiens,46,1970,2015,791,-1.4092,-3.093093736,0.340001515,1.27834557
Leaf&SeedBeetles,Gastrophysa polygoni,46,1970,2015,372,-1.4137,-3.178790644,0.299032369,1.278855142
Bryophytes,Sphagnum girgensohnii,43,1973,2015,310,1.6363,0.026450365,3.513628982,1.279486021
Moths,Atolmis rubricollis,46,1970,2015,3230,4.6878,3.051148565,6.530750991,1.279765526
Gelechiids,Helcystogramma rufescens,43,1971,2013,6170,1.2735,-0.123953139,3.174910599,1.280447982
PlantBugs,Capsus ater,46,1970,2015,1357,-0.2923,-1.58853544,1.901111133,1.281282448
Spiders,Scotophaeus blackwalli,45,1970,2014,499,0.5936,-1.016324455,2.552656953,1.282565686
Bees,Andrena chrysosceles,46,1970,2015,1761,0.9819,-0.674828333,2.78739121,1.284037885
FungusGnats,Mycomya nitida,37,1974,2010,68,-0.3413,-2.25425932,1.445846925,1.284472621
Lichens,Fuscopannaria sampaiana,43,1973,2015,110,0.2646,-1.489644714,2.363806662,1.285690182
Carabids,Ocys harpaloides,45,1970,2014,492,-0.7148,-2.474700667,0.917759375,1.285820943
NonmarineMolluscs,Oxychilus draparnaudi,46,1970,2015,320,1.3776,-0.184165129,3.28156749,1.286198615
Spiders,Theonoe minutissima,43,1970,2012,201,-2.7098,-4.461093136,-0.944144476,1.286627597
Bryophytes,Odontoschisma sphagni,45,1971,2015,606,0.4393,-1.143734691,2.19289054,1.287651399
Spiders,Poeciloneta variegata,44,1970,2013,536,-1.6751,-3.436194237,-0.001592215,1.287885817
FungusGnats,Palaeodocosia vittata,34,1978,2011,50,0.0474,-1.805402707,2.391669662,1.288907508
Bryophytes,Scleropodium cespitans,45,1971,2015,322,-0.5187,-2.26155086,1.367147044,1.289556288
Carabids,Oxypselaphus obscurus,45,1970,2014,459,0.2322,-1.572879106,1.893171426,1.291737256
Hoverflies,Orthonevra nobilis,43,1972,2014,759,-0.1575,-1.759723072,1.673281689,1.291853175
NonmarineMolluscs,Limax cinereoniger,46,1970,2015,258,0.1055,-1.458366981,1.94116604,1.293455007
Craneflies,Dicranota subtilis,46,1970,2015,74,-0.2919,-1.852844476,1.73681202,1.294141936
Gelechiids,Bryotropha domestica,42,1972,2013,4514,1.5633,-0.111073618,3.365475686,1.294668026
Lichens,Wadeana dendrographa,45,1970,2014,60,-0.4436,-2.877291579,1.207046379,1.295653071
Gelechiids,Bryotropha affinis,44,1970,2013,6961,1.8324,0.274854586,3.697037346,1.296466366
Carabids,Trechus quadristriatus,42,1971,2012,535,-0.0201,-1.577916606,1.820051071,1.298541294
Bees,Osmia leaiana,46,1970,2015,727,0.3911,-1.149324583,2.331101065,1.299747248
Craneflies,Tipula unca,46,1970,2015,279,-0.5747,-2.297743063,1.146499706,1.300057416
Leaf&SeedBeetles,Galerucella calmariensis,45,1971,2015,179,-0.8405,-2.560687812,0.905645298,1.301385529
Moths,Eupithecia expallidata,45,1971,2015,484,-2.3472,-3.982603464,-0.570223317,1.301571521
Bees,Bombus ruderarius,46,1970,2015,688,-4.5081,-6.380409482,-2.854757473,1.302461777
PlantBugs,Himacerus apterus,44,1972,2015,817,-0.7697,-2.011006691,1.299762948,1.303623077
Spiders,Tegenaria gigantea s.str.,44,1970,2013,1101,1.7188,0.271139559,3.520929721,1.304003144
PlantBugs,Psallus perrisi,46,1970,2015,264,-0.7221,-2.554262379,0.856920792,1.304223236
Craneflies,Molophilus occultus,44,1972,2015,241,-0.0982,-1.789802266,2.02018914,1.304799544
Bryophytes,Oligotrichum hercynicum,45,1971,2015,378,0.4324,-1.197199306,2.211226687,1.305525043
Weevils,Curculio glandium,46,1970,2015,755,2.6178,1.051961763,4.341077319,1.305859039
Weevils,Barypeithes araneiformis,46,1970,2015,510,0.4425,-1.266926469,2.204146124,1.308318176
Gelechiids,Carpatolechia fugitivella,44,1970,2013,395,-1.0419,-2.752194042,0.595013582,1.308589549
Caddisflies,Glyphotaelius pellucidus,45,1970,2014,838,1.5993,-0.08231065,3.463975582,1.309557906
Moths,Eupithecia plumbeolata,46,1970,2015,1398,-0.7918,-2.427264036,0.952760899,1.31110146
Spiders,Clubiona stagnatilis,44,1970,2013,668,-1.816,-3.767329703,-0.39824585,1.311546479
Bryophytes,Scapania aspera,46,1970,2015,432,-0.4361,-2.105347638,1.219762243,1.31348355
Moths,Selidosema brunnearia,46,1970,2015,293,-2.595,-4.368414032,-0.885164163,1.314128009
Empid&DolichopodidFlies,Crossopalpus nigritellus,43,1972,2014,60,-0.6643,-2.689781164,0.874634402,1.315161065
Hoverflies,Epistrophe grossulariae,44,1971,2014,3177,1.3394,-0.246335137,3.076986397,1.315495336
Wasps,Priocnemis parvula,46,1970,2015,527,0.3695,-1.402989237,2.052377125,1.316053824
Bryophytes,Bryum pallens,46,1970,2015,689,0.1454,-1.337427385,1.975014404,1.316675106
Carabids,Dromius agilis,41,1971,2011,121,-1.4113,-3.201946183,0.222431565,1.317029
Wasps,Arachnospila spissa,46,1970,2015,596,1.0595,-0.407579557,2.93475149,1.317321326
Weevils,Ceratapion onopordi,46,1970,2015,730,1.7752,0.414439777,3.701505281,1.317487061
Wasps,Anoplius viaticus,46,1970,2015,753,0.9938,-0.728136305,2.692072647,1.318457213
Wasps,Passaloecus corniger,45,1970,2014,472,-1.4861,-3.122381212,0.294410667,1.318637841
Weevils,Magdalis armigera,46,1970,2015,205,0.2939,-1.345807953,2.198978578,1.319192004
Bees,Andrena barbilabris,46,1970,2015,1045,0.4124,-1.156366464,2.311947116,1.32019739
Bees,Andrena minutula,46,1970,2015,2811,0.9406,-0.630275694,2.735778677,1.320511756
Wasps,Crossocerus cetratus,45,1970,2014,494,1.7813,0.194876063,3.579491556,1.320632636
NonmarineMolluscs,Planorbis carinatus,46,1970,2015,593,0.0479,-1.603474524,1.859020441,1.321122939
Ants,Leptothorax acervorum,46,1970,2015,579,-0.0968,-1.759421305,1.544009595,1.321125648
Moths,Eupithecia innotata,46,1970,2015,1490,-1.2438,-2.951219156,0.424041523,1.322440892
NonmarineMolluscs,Oxychilus navarricus,44,1970,2013,356,-3.4016,-5.029571038,-1.761795762,1.325188767
Bryophytes,Scapania scandica,46,1970,2015,140,-0.6259,-2.645098365,0.627472227,1.32521
Weevils,Omphalapion hookerorum,46,1970,2015,383,0.9541,-0.615221244,2.756037953,1.327028676
Mayflies,Paraleptophlebia submarginata,38,1978,2015,2763,0.565,-1.210839176,2.14963635,1.328486257
Moths,Noctua orbona,46,1970,2015,936,0.9018,-0.755014467,2.680595702,1.328514201
FungusGnats,Macrocera parva,36,1974,2009,56,-0.1876,-2.07922723,1.467244478,1.330786036
Carabids,Anchomenus dorsalis,44,1971,2014,432,0.016,-1.673980011,1.844038632,1.330940749
Lichens,Jamesiella anastomosans,46,1970,2015,168,0.2318,-1.418849608,2.210198153,1.331652765
Hoverflies,Brachypalpoides lentus,45,1970,2014,746,-0.3942,-1.902108157,1.437575101,1.333390009
NonmarineMolluscs,Vertigo antivertigo,46,1970,2015,160,-1.8805,-3.653248991,-0.275620668,1.334344184
Empid&DolichopodidFlies,Dolichocephala irrorata,45,1970,2014,246,-0.3645,-2.012692493,1.405388509,1.335497063
Caddisflies,Ceraclea dissimilis,44,1970,2013,349,0.7121,-0.78459898,2.654029418,1.336061375
FungusGnats,Symmerus annulatus,42,1970,2011,120,0.634,-0.347632913,2.921131784,1.337261106
PlantBugs,Malacocoris chlorizans,46,1970,2015,268,-1.3274,-2.80250214,0.710304298,1.337387482
Leaf&SeedBeetles,Crepidodera aurea,45,1971,2015,414,0.9581,-0.682465477,2.636135783,1.338322023
Bees,Epeolus variegatus,45,1971,2015,688,-0.8679,-2.491801787,0.903574795,1.3387515
Hoverflies,Platycheirus scambus,44,1970,2013,523,-2.4075,-4.084634919,-0.788424394,1.339726499
Lichens,Usnea rubicunda,46,1970,2015,221,-1.0488,-2.643211779,0.650632221,1.340506948
Craneflies,Tipula rufina,45,1971,2015,128,-0.4008,-2.072510736,1.360069468,1.340678701
Empid&DolichopodidFlies,Empis nigritarsis,43,1971,2013,137,-0.3302,-2.169614523,1.254838309,1.342224481
PlantBugs,Phytocoris longipennis,40,1976,2015,211,-0.2675,-1.926341751,1.869187764,1.342922673
Ants,Myrmica scabrinodis,46,1970,2015,2043,1.2486,-0.016562644,3.283505392,1.343485104
Weevils,Rhinoncus castor,46,1970,2015,366,0.0198,-1.639528784,1.894404159,1.343817606
Hoverflies,Platycheirus tarsalis,45,1970,2014,981,-0.5524,-2.169191831,1.277736932,1.34388149
Lichens,Usnea ceratina,46,1970,2015,180,-0.9752,-2.579816242,0.755838602,1.344776127
Empid&DolichopodidFlies,Hilara thoracica,44,1971,2014,215,-1.2645,-3.018666757,0.40626936,1.345759467
PlantBugs,Blepharidopterus angulatus,46,1970,2015,771,-0.2043,-1.615797696,1.753001164,1.345910783
FungusGnats,Mycetophila unipunctata,40,1972,2011,223,0.8491,-0.604047287,2.752252832,1.346867057
Spiders,Kaestneria pullata,44,1970,2013,1079,-1.3654,-2.927055227,0.390768494,1.347190632
Soldierflies,Leptogaster cylindrica,45,1971,2015,842,1.5301,-0.019199214,3.364288644,1.347519651
Craneflies,Dolichopeza albipes,46,1970,2015,164,-0.2481,-1.967605504,1.345860437,1.347806029
Spiders,Theridion pictum,44,1970,2013,272,1.0234,-0.58602855,2.853624729,1.348552628
Weevils,Anthonomus rubi,46,1970,2015,837,2.3741,0.760403543,4.189479976,1.349291468
Bees,Lasioglossum villosulum,46,1970,2015,2348,0.774,-0.776255083,2.519411788,1.350759058
Moths,Spilosoma urticae,46,1970,2015,754,-0.8581,-2.683871169,0.840476611,1.351344917
Bryophytes,Abietinella abietina,46,1970,2015,202,-1.2427,-2.968724725,0.565378487,1.351906642
NonmarineMolluscs,Vertigo substriata,45,1970,2014,184,-3.0766,-4.641393871,-1.235303794,1.352438715
NonmarineMolluscs,Gyraulus albus,46,1970,2015,426,-2.7095,-4.534971406,-1.174363263,1.352662919
FungusGnats,Boletina basalis,40,1972,2011,185,-1.4696,-3.007362115,0.316217263,1.35280097
Bryophytes,Philonotis arnellii,46,1970,2015,63,1.0689,-0.597242419,2.501052726,1.352824185
Spiders,Misumena vatia,44,1970,2013,674,1.2776,-0.230390351,3.071420164,1.354636375
Lichens,Pseudevernia furfuracea s. lat.,46,1970,2015,598,0.2595,-1.424381313,2.071645789,1.355198332
Spiders,Tetragnatha montana,44,1970,2013,2708,2.9403,1.5520293,4.868362231,1.355768414
Lichens,Pertusaria coccodes,46,1970,2015,251,-2.4049,-4.050075326,-0.806319622,1.356075412
Dragonflies,Somatochlora metallica,41,1975,2015,1394,0.2382,-1.487217792,1.89499492,1.356825254
Lichens,Collema flaccidum,46,1970,2015,148,-0.6229,-2.517884911,0.60675013,1.358345157
Carabids,Agonum thoreyi,44,1971,2014,600,0.8072,-0.861339112,2.568516964,1.35866654
Lichens,Pseudevernia furfuracea var. ceratea,46,1970,2015,313,0.9464,-0.712418654,2.610833435,1.359604092
Moths,Agrius convolvuli,46,1970,2015,4542,2.5063,0.962108199,4.317027253,1.359985561
Ladybirds,Anisosticta novemdecimpunctata,46,1970,2015,1062,-2.3151,-4.04834759,-0.719304516,1.360020055
Leaf&SeedBeetles,Cryptocephalus fulvus,46,1970,2015,277,-0.3051,-1.993046494,1.366792291,1.362793171
FungusGnats,Exechiopsis intersecta,39,1973,2011,64,0.1795,-1.400864005,2.391406013,1.364219604
Moths,Eilema caniola,46,1970,2015,1397,1.9195,0.305325772,3.655058616,1.364312737
FungusGnats,Zygomyia valida,38,1974,2011,150,0.5546,-0.494209249,2.761532825,1.364902311
PlantBugs,Gastrodes grossipes,45,1971,2015,327,-1.2673,-3.043248249,0.346071998,1.365476704
FungusGnats,Phronia cinerascens,38,1974,2011,240,1.3858,-0.2953073,3.02630521,1.366258019
Spiders,Dictyna uncinata,44,1970,2013,1502,1.7383,0.305917391,3.657072435,1.36714929
Centipedes,Cryptops hortensis,41,1975,2015,427,1.6524,0.251612995,3.48662014,1.36726878
Spiders,Erigonella hiemalis,44,1970,2013,651,-1.6621,-3.307393176,0.093756517,1.368526582
Empid&DolichopodidFlies,Kowarzia bipunctata,40,1975,2014,109,0.0231,-1.740569893,1.655330636,1.368645494
Bryophytes,Tortula modica,45,1971,2015,246,-0.1063,-1.746713253,1.546698965,1.369000022
Carabids,Nebria brevicollis,44,1971,2014,1370,0.9819,-0.646494566,2.53800111,1.369640668
Lichens,Cladonia parasitica,46,1970,2015,185,-0.3647,-2.068846507,1.357423577,1.369889312
Hoverflies,Parasyrphus punctulatus,44,1970,2013,1263,-0.9316,-2.486444426,0.976364614,1.370096277
NonmarineMolluscs,Arion silvaticus,45,1970,2014,374,-0.6108,-2.417199263,1.185640721,1.370549019
Spiders,Meioneta beata,44,1970,2013,213,-0.1151,-1.79014872,1.600024675,1.370881626
Empid&DolichopodidFlies,Leptopeza flavipes,44,1971,2014,213,0.5347,-0.938210043,2.321674158,1.370903944
Lichens,Sticta limbata,46,1970,2015,461,-0.5676,-2.154213694,1.197173236,1.371287413
Caddisflies,Philopotamus montanus,45,1970,2014,669,0.3951,-1.230000706,2.14322489,1.374346991
Ladybirds,Anatis ocellata,46,1970,2015,743,-2.4603,-3.916493465,-0.666721613,1.376115618
Wasps,Nysson trimaculatus,44,1972,2015,330,0.991,-0.412372647,2.916569907,1.376436353
Soldierflies,Beris morrisii,46,1970,2015,238,-2.0483,-3.66577308,-0.34529821,1.37739547
PlantBugs,Tingis ampliata,46,1970,2015,688,-2.117,-3.790062917,-0.446337102,1.377525827
Carabids,Amara similata,44,1971,2014,355,0.664,-0.811671911,2.57809552,1.377687087
Lichens,Catillaria lenticularis,46,1970,2015,907,1.4695,-0.075816843,3.184436785,1.379037389
Mayflies,Habrophlebia fusca,38,1978,2015,3986,-0.8008,-2.387070892,0.829715783,1.379474344
